Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2023;20.588
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2022;19.356
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2021;18.245
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2023;53.547
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2022;50.311
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2021;47.436
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2015;""
Total Nacional;País Vasco;;;Renta neta media por persona;2023;18.885
Total Nacional;País Vasco;;;Renta neta media por persona;2022;17.461
Total Nacional;País Vasco;;;Renta neta media por persona;2021;16.321
Total Nacional;País Vasco;;;Renta neta media por persona;2020;15.743
Total Nacional;País Vasco;;;Renta neta media por persona;2019;""
Total Nacional;País Vasco;;;Renta neta media por persona;2018;""
Total Nacional;País Vasco;;;Renta neta media por persona;2017;""
Total Nacional;País Vasco;;;Renta neta media por persona;2016;""
Total Nacional;País Vasco;;;Renta neta media por persona;2015;""
Total Nacional;País Vasco;;;Renta neta media por hogar;2023;44.728
Total Nacional;País Vasco;;;Renta neta media por hogar;2022;41.256
Total Nacional;País Vasco;;;Renta neta media por hogar;2021;38.633
Total Nacional;País Vasco;;;Renta neta media por hogar;2020;37.550
Total Nacional;País Vasco;;;Renta neta media por hogar;2019;""
Total Nacional;País Vasco;;;Renta neta media por hogar;2018;""
Total Nacional;País Vasco;;;Renta neta media por hogar;2017;""
Total Nacional;País Vasco;;;Renta neta media por hogar;2016;""
Total Nacional;País Vasco;;;Renta neta media por hogar;2015;""
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2023;27.333
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2022;25.343
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2021;23.742
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2020;22.954
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2019;..
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2018;..
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2017;..
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2016;..
Total Nacional;País Vasco;;;Media de la renta por unidad de consumo;2015;..
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2023;24.850
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2022;22.750
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2021;21.350
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2020;20.650
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2019;..
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2018;..
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2017;..
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2016;..
Total Nacional;País Vasco;;;Mediana de la renta por unidad de consumo;2015;..
Total Nacional;País Vasco;;;Renta bruta media por persona;2023;22.726
Total Nacional;País Vasco;;;Renta bruta media por persona;2022;20.982
Total Nacional;País Vasco;;;Renta bruta media por persona;2021;19.653
Total Nacional;País Vasco;;;Renta bruta media por persona;2020;18.824
Total Nacional;País Vasco;;;Renta bruta media por persona;2019;""
Total Nacional;País Vasco;;;Renta bruta media por persona;2018;""
Total Nacional;País Vasco;;;Renta bruta media por persona;2017;""
Total Nacional;País Vasco;;;Renta bruta media por persona;2016;""
Total Nacional;País Vasco;;;Renta bruta media por persona;2015;""
Total Nacional;País Vasco;;;Renta bruta media por hogar;2023;53.824
Total Nacional;País Vasco;;;Renta bruta media por hogar;2022;49.575
Total Nacional;País Vasco;;;Renta bruta media por hogar;2021;46.519
Total Nacional;País Vasco;;;Renta bruta media por hogar;2020;44.899
Total Nacional;País Vasco;;;Renta bruta media por hogar;2019;""
Total Nacional;País Vasco;;;Renta bruta media por hogar;2018;""
Total Nacional;País Vasco;;;Renta bruta media por hogar;2017;""
Total Nacional;País Vasco;;;Renta bruta media por hogar;2016;""
Total Nacional;País Vasco;;;Renta bruta media por hogar;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2023;17.806
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2022;16.403
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2021;15.539
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2020;14.962
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2023;41.914
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2022;38.586
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2021;36.546
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2020;35.412
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2015;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2023;25.589
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2022;23.611
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2021;22.423
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2020;21.618
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2019;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2018;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2017;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2016;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2015;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2023;23.450
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2022;21.350
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2021;20.650
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2020;19.950
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2017;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2016;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2023;21.356
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2022;19.714
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2021;18.700
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2020;17.945
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2023;50.270
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2022;46.375
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2021;43.981
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2020;42.474
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2015;""
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2023;18.738
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2022;17.225
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2021;16.192
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2020;15.555
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2019;15.547
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2018;15.047
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2017;14.605
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2016;14.216
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2015;13.949
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2023;44.425
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2022;40.694
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2021;38.390
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2020;37.242
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2019;37.523
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2018;36.364
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2017;35.326
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2016;34.622
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2015;34.177
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2023;27.145
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2022;25.029
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2021;23.589
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2020;22.731
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2019;22.756
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2018;22.061
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2017;21.474
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2016;20.937
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2015;20.569
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2023;24.150
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2022;22.050
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2021;21.350
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2020;20.650
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2019;19.950
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2018;19.250
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2017;19.250
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2016;18.550
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2015;18.550
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2023;22.562
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2022;20.717
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2021;19.471
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2020;18.534
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2019;18.707
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2018;18.055
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2017;17.491
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2016;17.002
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2015;16.664
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2023;53.492
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2022;48.944
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2021;46.162
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2020;44.373
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2019;45.149
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2018;43.632
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2017;42.306
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2016;41.406
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2015;40.830
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2023;19.616
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2022;18.325
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2021;16.887
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2020;16.399
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2019;16.463
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2018;15.891
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2017;15.372
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2016;15.090
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2023;46.514
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2022;43.392
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2021;39.988
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2020;39.023
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2019;39.283
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2018;37.797
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2017;36.586
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2016;35.751
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2023;28.434
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2022;26.642
